SecId,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F0GBR04B82,AXAWF Framlington Euro Opports F Cap EUR,EUR,52.8.LU0073680620,AXA World Funds - Framlington Euro Opportunities F Capitalisation EUR,84.34,3,4,,Eurozone Large-Cap Equity,0,0.72,1.24,4.85,7.7,10.45,8.2,24.82,4.52,7.62,7.45,2,1.03,0,0.33,,,9.5,,114542363,3,30005.16483,3,-2.1,0.98,94.14,18.74,0.28,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04LG2,AXAWF Fram Europe Opps A Cap EUR,EUR,52.8.LU0125727601,AXA World Funds - Framlington Europe Opportunities A Capitalisation EUR,86.9,3,3,,Europe Large-Cap Blend Equity,0,0.53,1.21,5.37,9.4,18.81,16.86,30.01,6.42,7.36,6.96,5.5,1.77,0,0.31,,,17.08,,388102521,2,44299.18474,3,-0.87,0.99,96.68,15.78,0.39,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04NOG,AXAWF Fram Europe Opps F Cap EUR,EUR,52.8.LU0125727940,AXA World Funds - Framlington Europe Opportunities F Capitalisation EUR,101.05,4,3,,Europe Large-Cap Blend Equity,0,0.54,1.22,5.45,9.61,19.25,17.25,30.98,7.2,8.15,7.76,2,1.02,0,0.31,,,17.08,,388102521,2,44299.18474,3,-0.13,0.99,96.7,15.78,0.43,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR063QR,AXAWF Fram Eurp Rl Est Secs A Cap EUR,EUR,52.8.LU0216734045,AXA World Funds - Framlington Europe Real Estate Securities A Capitalisation EUR,271.7,4,4,3,Property - Indirect Europe,0,-0.24,1.62,7.94,13.68,15.24,11.37,24.76,6.22,5.54,8.75,5.5,1.76,0,0.12,,,15.83,,567194868,5,5262.73484,2,0.87,0.89,97.81,15.22,0.34,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0GBR064G3,AXAWF Fram Eurp Rl Est Secs F Cap EUR,EUR,52.8.LU0216737063,AXA World Funds - Framlington Europe Real Estate Securities F Capitalisation EUR,305.96,4,4,4,Property - Indirect Europe,0,-0.23,1.63,8.03,13.9,15.67,11.75,25.71,7.02,6.33,9.57,2,1.01,0,0.12,,,15.83,,567194868,5,5262.73484,2,1.62,0.89,97.81,15.23,0.39,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0GBR04LG0,AXAWF Fram Europe Small Cap A Cap EUR,EUR,52.8.LU0125741180,AXA World Funds - Framlington Europe Small Cap A Capitalisation EUR,204.68,3,3,3,Europe Mid-Cap Equity,0,0.93,0.31,4.06,6.86,12.8,7.45,28.34,5.01,7.55,10.03,5.5,2.02,0,0.16,,,12.67,,529349589,6,2946.06168,2,-2.73,0.87,91.98,16.99,0.31,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04NOI,AXAWF Fram Europe Small Cap F Cap EUR,EUR,52.8.LU0125743475,AXA World Funds - Framlington Europe Small Cap F Capitalisation EUR,242.81,3,3,3,Europe Mid-Cap Equity,0,0.93,0.33,4.14,7.09,13.28,7.87,29.44,5.9,8.47,10.97,2,1.17,0,0.16,,,12.67,,529349589,6,2946.06168,2,-1.89,0.87,91.98,17,0.36,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000LI6I,AXAWF Fram Eurozone RI A Cap EUR,EUR,52.8.LU0545089723,AXA World Funds - Framlington Eurozone RI A Capitalisation EUR,206.15,4,5,,Eurozone Large-Cap Equity,0,0.63,1.38,5.15,9.25,19.04,16.9,33.98,8.92,10.7,7.26,5.5,1.77,0,0.09,,,10.58,,277376382,2,50022.58851,2,2.07,0.9,97.89,16.43,0.52,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000LI6K,AXAWF Fram Eurozone RI F Cap EUR,EUR,52.8.LU0545090143,AXA World Funds - Framlington Eurozone RI F Capitalisation EUR,222.93,5,5,,Eurozone Large-Cap Equity,0,0.63,1.4,5.21,9.44,19.47,17.28,34.98,9.74,11.53,8.06,2,1.02,0,0.09,,,10.58,,277376382,2,50022.58851,2,2.82,0.9,97.9,16.43,0.57,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000V95O,AXAWF Fram Human Capital A Cap CHF,CHF,52.8.LU0994439361,AXA World Funds - Framlington Human Capital A Capitalisation CHF,135.02,2,3,,Europe Flex-Cap Equity,0,0.38,0.13,4.32,5.09,16.46,11.61,36.19,1.03,5.64,,5.5,2.03,0,0.25,,,13.67,,168417505,6,5022.72119,3,-4.22,1.08,90.85,17.7,0.2,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000001FSF,AXAWF Fram Human Capital A Cap EUR,EUR,52.8.LU0316218527,AXA World Funds - Framlington Human Capital A Capitalisation EUR,166.92,3,3,,Europe Flex-Cap Equity,0,0.57,0.65,5.16,6.89,15.4,10.91,33.74,3.27,5.62,6.29,5.5,2.03,0,0.25,,,13.67,,168090659,6,5022.72119,3,-4.22,1.08,90.86,17.7,0.2,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000001FSG,AXAWF Fram Human Capital E Cap EUR,EUR,52.8.LU0316218873,AXA World Funds - Framlington Human Capital E Capitalisation EUR,183.42,2,3,,Europe Flex-Cap Equity,0,0.57,0.64,5.11,6.75,15.12,10.66,33.07,2.75,5.09,5.76,0,2.53,0,0.25,,,13.67,,168090659,6,5022.72119,3,-4.72,1.08,90.87,17.69,0.17,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000001FSH,AXAWF Fram Human Capital F Cap EUR,EUR,52.8.LU0316219095,AXA World Funds - Framlington Human Capital F Capitalisation EUR,187.33,3,3,,Europe Flex-Cap Equity,0,0.58,0.66,5.25,7.12,15.89,11.33,34.88,4.15,6.52,7.19,2,1.18,0,0.25,,,13.67,,168090659,6,5022.72119,3,-3.37,1.08,90.86,17.71,0.25,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000ZSGN,AXAWF Fram Human Capital ZF Cap EUR,EUR,52.8.LU1670742946,AXA World Funds - Framlington Human Capital ZF Capitalisation EUR,117.03,3,3,,Europe Flex-Cap Equity,0,0.58,0.66,5.27,7.17,16.01,11.43,35.15,4.36,,,2,0.98,0,0.25,,,13.67,,168090659,6,5022.72119,3,-3.17,1.08,90.86,17.71,0.26,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04B7V,AXAWF Fram Italy A Cap EUR,EUR,52.8.LU0087656699,AXA World Funds - Framlington Italy A Capitalisation EUR,248.27,3,4,2,Italy Equity,0,0.53,0.71,6.29,7.05,17.62,13.66,38.27,4.63,8.56,6.29,5.5,1.79,0,0.07,,,14.67,,306617246,5,7764.26898,3,-2.27,0.92,93.14,21.2,0.27,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04B84,AXAWF Fram Italy F Cap EUR,EUR,52.8.LU0087656855,AXA World Funds - Framlington Italy F Capitalisation EUR,294.95,3,4,2,Italy Equity,0,0.54,0.72,6.38,7.26,18.07,14.05,39.32,5.42,9.39,7.1,2,1.04,0,0.07,,,14.67,,306617246,5,7764.26898,3,-1.52,0.92,93.15,21.22,0.31,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000002JGN,AXAWF Fram Sus Europe A Cap EUR,EUR,52.8.LU0389655811,AXA World Funds - Framlington Sustainable Europe A Capitalisation EUR,316.91,3,3,,Europe Large-Cap Blend Equity,0,0.52,1.2,5.33,9.31,18.77,16.85,30.38,7.84,8.76,7.23,5.5,1.79,0,0.15,,,6.25,,764717937,2,44200.68942,3,0.38,1.01,96.96,16.04,0.47,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000002JGK,AXAWF Fram Sust Eurozone A Cap EUR,EUR,52.8.LU0389656892,AXA World Funds - Framlington Sustainable Eurozone A Capitalisation EUR,308,3,5,,Eurozone Large-Cap Equity,0,0.58,1.14,4.62,8.36,16.84,14.01,30.25,5.54,8.64,7.26,5.5,1.77,0,0.22,,,12.67,,1236065490,2,36967.10028,3,-1.79,1.02,97.41,18.81,0.31,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000002JGM,AXAWF Fram Sust Eurozone F Cap EUR,EUR,52.8.LU0389657197,AXA World Funds - Framlington Sustainable Eurozone F Capitalisation EUR,338.18,4,5,,Eurozone Large-Cap Equity,0,0.59,1.15,4.7,8.57,17.28,14.4,31.24,6.37,9.48,8.08,2,1.02,0,0.22,,,12.67,,1236065490,2,36967.10028,3,-1,1.02,97.39,18.8,0.35,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04BB5,AXAWF Fram Switzerland A Cap CHF,CHF,52.8.LU0087657150,AXA World Funds - Framlington Switzerland A Capitalisation CHF,92.54,4,1,,Switzerland Equity,0,0.5,1.26,7.28,8.5,16.87,12.89,31,12.29,13.48,10.05,5.5,1.77,0,0.16,,,17.08,,232643288,2,25745.2211,4,-0.68,1.06,90.24,12.06,1.07,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR05ZT6,AXAWF Fram Switzerland A Cap EUR,EUR,52.8.LU0184627536,AXA World Funds - Framlington Switzerland A Capitalisation EUR,85.15,4,1,,Switzerland Equity,0,0.7,1.78,8.14,10.36,15.8,12.17,28.64,14.77,13.47,11.22,5.5,1.77,0,0.16,,,17.08,,232191800,2,25745.2211,4,-0.67,1.06,90.24,12.06,1.07,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04BB7,AXAWF Fram Switzerland F Cap CHF,CHF,52.8.LU0087657408,AXA World Funds - Framlington Switzerland F Capitalisation CHF,109.9,4,1,,Switzerland Equity,0,0.5,1.27,7.36,8.7,17.31,13.26,32,13.13,14.33,10.88,2,1.02,0,0.16,,,17.08,,232643288,2,25745.2211,4,0.07,1.06,90.23,12.07,1.13,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04RN2,Baillie Gifford European A Acc,GBX,52.8.GB0006057284,Baillie Gifford European Fund A Accumulation,3195,5,4,,Europe ex-UK Equity,0,-0.47,1.56,5.86,7.11,7.21,5.06,38.55,18.67,19.72,13.77,0,1.4,0,0.14,,,10.17,,2503749000,3,19383.74557,4,10.27,0.89,65.91,17.79,1.02,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04RN4,Baillie Gifford European B Acc,GBX,52.8.GB0006058258,Baillie Gifford European Fund B Accumulation,3745,5,4,,Europe ex-UK Equity,0,-0.45,1.57,5.94,7.34,7.71,5.46,39.74,19.67,20.75,14.74,0,0.58,0,0.14,,,10.17,,2503749000,3,19383.74557,4,11.12,0.89,65.84,17.8,1.07,1,1,1,1,1,1,2,1,3,3,2,TRUE
F00000VKPB,Baillie Gifford WW Pan-Euro B EUR Acc,EUR,52.8.IE00B9103N50,Baillie Gifford Worldwide Pan-European Fund Class B EUR Acc,26.5322,5,5,,Europe Flex-Cap Equity,0,0.46,0.91,6.06,6.77,14.91,10.09,44.48,15.7,14.22,,0,0.65,0,0.09,,,6.67,,152901896,3,15251.93536,3,8.52,0.95,68.72,18.2,0.83,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0000104DE,Baillie Gifford WW Pan-Euro B GBP Acc,GBP,52.8.IE00BG0PVQ91,Baillie Gifford Worldwide Pan-European Fund Class B GBP Acc,16.3305,5,5,,Europe Flex-Cap Equity,0,-0.03,1.15,5.96,6.98,7.71,5.23,38.45,14.7,,,,0.65,0,0.09,,,6.67,,152901896,3,15251.93536,3,8.47,0.96,68.77,18.32,0.82,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000VKPC,Baillie Gifford WW Pan-Euro B USD Acc,USD,52.8.IE00B9XQK303,Baillie Gifford Worldwide Pan-European Fund Class B USD Acc,24.0802,5,5,,Europe Flex-Cap Equity,0,0.44,1.36,6.07,8.56,15.35,9.06,54.34,16.95,15.92,,0,0.65,0,0.09,,,6.67,,152901896,3,15251.93536,3,8.38,0.95,68.43,18.23,0.82,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000YP4W,Baillie Gifford WW Pan-Euro C GBP Acc,GBP,52.8.IE00BYYWQB26,Baillie Gifford Worldwide Pan-European Fund Class C GBP Acc,18.5707,5,5,,Europe Flex-Cap Equity,0,-0.03,1.16,6.01,7.14,8.03,5.5,39.26,15.4,,,0,0.1,0,0.09,,,6.67,,152901896,3,15251.93536,3,9.07,0.96,68.81,18.32,0.86,1,1,1,1,1,1,2,1,3,3,2,FALSE
F000005ETU,Barings Europe Select A EUR Acc,EUR,52.8.GB00B3NSX137,Barings Europe Select Trust - Class A EUR Acc,66.11,3,4,4,Europe ex-UK Small/Mid-Cap Equity,0,0.98,0.85,5.1,9.42,21.86,16.19,38.51,9.65,11.32,12.37,5,1.55,0,0.34,,,16.67,,1429874617,6,3978.65175,2,0.16,0.88,96.29,17.05,0.57,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QHNI,Barings Europe Select A USD Acc,USD,52.8.GB00BF2H6H20,Barings Europe Select Trust - Class A USD Acc,80.18,3,4,4,Europe ex-UK Small/Mid-Cap Equity,0,0.83,1.22,5.03,11.16,22.17,15.04,47.99,10.7,12.91,,5,1.55,0,0.34,,,16.67,,1429874617,6,3978.65175,2,-0.04,0.87,96.31,17.15,0.55,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000VU2Y,Barings Europe Select I EUR Acc,EUR,52.8.GB00BY2ZMR17,Barings Europe Select Trust - Class I EUR Acc,67.23,3,4,5,Europe ex-UK Small/Mid-Cap Equity,0.60478,0.98,0.86,5.16,9.62,22.3,16.58,39.54,10.4,12.1,,0,0.8,0,0.34,,,16.67,,1429874617,6,3978.65175,2,0.84,0.88,96.27,17.04,0.61,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04CQI,Barings German Growth A EUR Acc,EUR,52.8.GB0008192063,Barings German Growth Trust - Class A EUR Acc,11.32,3,2,,Germany Equity,0.08253,0.71,0.44,4.81,7.81,23.19,16.37,35.34,2.47,8.03,8.2,5,1.56,0,0.22,,,12.58,,326017909,5,7860.65787,4,-4.92,1.15,93.42,22.77,0.16,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04RVH,Barings German Growth A GBP Acc,GBX,52.8.GB0000822576,Barings German Growth Trust - Class A GBP Acc,970.5,3,2,,Germany Equity,0.0851,0.09,0.5,4.49,7.89,14.91,10.97,29.45,1.51,10,7.83,5,1.56,0,0.22,,,12.58,,326017909,5,7860.65787,4,-4.99,1.17,93.66,23.11,0.16,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QHNK,Barings German Growth A USD Acc,USD,52.8.GB00BF2H6K58,Barings German Growth Trust - Class A USD Acc,13.74,2,2,,Germany Equity,0.10833,0.51,0.81,4.73,9.39,23.34,15.08,44.51,3.48,9.6,,5,1.56,0,0.22,,,12.58,,326017909,5,7860.65787,4,-5.04,1.15,93.73,22.77,0.16,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000VU2X,Barings German Growth I EUR Acc,EUR,52.8.GB00BY2ZN893,Barings German Growth Trust - Class I EUR Acc,12.04,3,2,,Germany Equity,0.69487,0.67,0.42,4.88,7.98,23.59,16.67,36.31,3.21,8.83,,0,0.81,0,0.22,,,12.58,,326017909,5,7860.65787,4,-4.16,1.15,93.4,22.81,0.2,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000PPYP,Barings German Growth I GBP Acc,GBX,52.8.GB00B9M3QX41,Barings German Growth Trust - Class I GBP Acc,1033,3,2,,Germany Equity,0.72772,0.1,0.49,4.6,8.14,15.38,11.39,30.48,2.3,10.85,8.5,0,0.81,0,0.22,,,12.58,,326017909,5,7860.65787,5,-4.21,1.17,93.66,23.12,0.2,1,1,1,1,1,1,3,1,3,3,2,TRUE
F00000WBSY,Barings German Growth I USD Acc,USD,52.8.GB00BF2H6J44,Barings German Growth Trust - Class I USD Acc,14.48,3,2,,Germany Equity,0.93305,0.63,0.84,4.93,9.86,24.19,15.75,46.1,4.5,10.6,,0,0.81,0,0.22,,,12.58,,326017909,5,7860.65787,4,-4.14,1.15,93.69,22.78,0.2,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QHNM,Barings European Opps A EUR Acc,EUR,52.8.IE00BDSTXR76,Barings Investment Funds PLC - Barings European Opportunities Fund - Class A EUR Acc,19.95583,2,4,,Europe Mid-Cap Equity,0,0.03,-0.01,4.15,6.94,21.83,15.09,37.25,7.42,8.87,,5,1.95,0,0.24,,,7.67,,525602,6,3891.33763,4,-1.35,1.02,96.9,18.7,0.43,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QHNO,Barings European Opps A USD Acc,USD,52.8.IE00BDSTXT90,Barings Investment Funds PLC - Barings European Opportunities Fund - Class A USD Acc,23.9241,2,4,,Europe Mid-Cap Equity,0,-0.11,0.37,4.06,8.65,22.06,13.92,46.24,8.19,10.22,,5,1.95,0,0.24,,,7.67,,525603,6,3891.33763,4,-1.75,1.02,96.83,18.74,0.41,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QHNQ,Barings European Opps I EUR Acc,EUR,52.8.IE00BDSTY523,Barings Investment Funds PLC - Barings European Opportunities Fund - Class I EUR Acc,21.31759,3,4,,Europe Mid-Cap Equity,0,0.04,0,4.24,7.18,22.37,15.54,38.52,8.43,9.86,,0,1,0,0.24,,,7.67,,525602,6,3891.33763,4,-0.41,1.02,96.89,18.73,0.48,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QHNT,Barings European Opps I USD Acc,USD,52.8.IE00BDSTXY44,Barings Investment Funds PLC - Barings European Opportunities Fund - Class I USD Acc,26.37253,3,4,,Europe Mid-Cap Equity,0,-0.1,0.38,4.24,9.07,23.06,14.76,48.91,10.31,12.22,,0,1,0,0.24,,,7.67,,525603,6,3891.33763,4,0.2,1.02,96.84,18.75,0.51,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QHNW,Barings European Opps X GBP Acc,GBP,52.8.IE00BDSTY184,Barings Investment Funds PLC - Barings European Opportunities Fund - Class X GBP Acc,22.6217,3,4,,Europe Mid-Cap Equity,0,0.27,0.5,1.67,11.11,15.18,10.57,28.53,8.64,12.35,,0,0.25,0,0.24,,,7.67,,527576.2667,6,3891.33763,4,0.25,1.03,96.74,18.98,0.52,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000XDKD,Belfund SICAV Belinvest Equity A USD Acc,USD,52.8.LU1265904661,Belfund SICAV Belinvest Equity Fund A USD Acc,1851.9721,2,1,,Global Large-Cap Blend Equity,0,-0.22,-0.34,2.34,6.23,24.86,21.32,51.9,8.76,13.67,,3,1.55,0.89,0.31,,,,,93371049,4,11004.37351,5,-9,1.51,87.34,25.47,0.35,1,1,1,1,1,1,3,1,3,3,,FALSE
F000002RCJ,Bellevue(Lux) BB Entrepr. Europe I EUR,EUR,52.8.LU0415391944,Bellevue Funds (Lux) BB Entrepreneur Europe I EUR,455.93,3,4,,Europe Flex-Cap Equity,0,-0.17,0.79,1.79,8.33,18.19,16.09,34.7,4.66,8.93,7.81,5,1.54,0,0.23,,,12.17,,51061058,2,10437.29098,3,-3.06,1.11,91.33,18.06,0.27,1,1,1,1,1,1,2,1,3,2,2,FALSE
F000011982,Berenberg Aktien Mittelstand B A,EUR,52.8.DE000A2JF7M7,Berenberg Aktien Mittelstand B A,139.42,4,2,,Germany Small/Mid-Cap Equity,,0.68,1.35,4.07,7.84,13.81,9.02,35.04,11.61,,,5.5,0.17,0,0.17,,,4.42,,232391516,6,2336.43762,3,2.29,0.95,91.98,21.72,0.58,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000WMDY,Berenberg Aktien Mittelstand I A,EUR,52.8.DE000A14XN42,Berenberg Aktien Mittelstand I A,209.76,5,2,,Germany Small/Mid-Cap Equity,,0.68,1.34,4.01,7.64,13.36,8.62,34,10.72,16.58,,5.5,0.99,0,0.17,,,4.42,,232391516,6,2336.43762,4,1.48,0.95,91.94,21.77,0.54,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000Z4A8,Berenberg Aktien Strategie Deutlnd M,EUR,52.8.LU1599248827,Berenberg Aktien-Strategie Deutschland M,132.5,3,3,,Germany Equity,0,0.25,0.84,3.17,8.3,15.28,11.21,29.81,6.86,,,0,0.94,0,0.28,,,4,,61794958,3,15204.51001,4,-0.06,1.11,88.64,23.07,0.36,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000ZGCY,Berenberg European Focus Fund M,EUR,52.8.LU1637618239,Berenberg European Focus Fund M,179.88,5,3,,Europe Flex-Cap Equity,0,0.09,0.98,3.75,12.47,22.37,14.97,45.28,18.68,,,0,0.91,0,0.37,,,3.67,,935655665,3,12013.34527,3,11.04,0.95,81.18,17.09,1.04,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000ZS1K,Berenberg European Small Cap B,EUR,52.8.LU1637619476,Berenberg European Small Cap B,190.36,5,2,,Europe Small-Cap Equity,0,0.3,0.15,2.6,11.32,25.96,17.16,51.01,19.5,,,0,0.24,0,0.23,,,3.67,,673783338,9,1698.74791,3,10.19,0.99,86.05,21.6,0.92,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000ZG9Q,Berenberg European Small Cap M,EUR,52.8.LU1637619393,Berenberg European Small Cap Fund M,185.66,5,2,,Europe Small-Cap Equity,0,0.3,0.14,2.55,11.15,25.59,16.85,50.11,18.78,,,0,0.85,0,0.23,,,3.67,,673783338,9,1698.74791,3,9.57,0.99,86.04,21.65,0.89,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000ZGDQ,Berenberg Eurozone Focus M,EUR,52.8.LU1637618585,Berenberg Eurozone Focus Fund M,169.01,5,3,,Eurozone Flex-Cap Equity,0,-0.17,0.93,4.86,10.8,16.48,11.37,36.53,15.98,,,0,1.64,0,0.25,,,3.67,,117634269,3,14747.84104,3,9.7,0.83,76.68,17.94,0.87,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000003UW0,Berenberg Sys Appr. Europ Stockpicker A,EUR,52.8.LU0301848403,Berenberg Systematic Approach - European Stockpicker A,129.39,3,2,,Europe Large-Cap Blend Equity,0,-0.05,0.21,-0.15,5.41,14.66,14.49,22.7,6.87,8.77,5.59,5.5,1.91,0,0.13,,,7.67,,24097935,1,60941.34225,4,-1.54,1.1,95.66,17.3,0.37,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000JUGK,Berenberg Sys Appr. Europ Stockpicker C,EUR,52.8.LU0301849393,Berenberg Systematic Approach - European Stockpicker C,182.92,4,2,,Europe Large-Cap Blend Equity,0,-0.05,0.23,-0.05,5.69,15.23,15,23.95,7.96,9.86,,5.5,0.9,0,0.13,,,7.67,,24097935,1,60941.34225,4,-0.51,1.1,95.64,17.27,0.42,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR04KNB,BL-Equities Europe B EUR,EUR,52.8.LU0093570330,BL-Equities Europe B EUR Acc,113.34,3,5,,Europe Large-Cap Growth Equity,0,0,1.27,2.9,10.12,14.27,11.83,16.78,8.05,9.66,9.33,5,1.4,0,0.2,,,17,,1275114490,3,27246.35797,2,-1.72,0.84,88.73,12.15,0.61,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000YIFK,BL-Equities Europe BM EUR,EUR,52.8.LU1484141574,BL-Equities Europe BM EUR Acc,9573,3,5,,Europe Large-Cap Growth Equity,0,0,1.28,2.93,10.23,14.46,11.99,17.2,8.47,,,5,1,0,0.21,,,17,,1275114490,3,27246.35797,1,-1.34,0.84,88.71,12.16,0.64,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000QK99,BL-Equities Europe BR EUR,EUR,52.8.LU0495662396,BL-Equities Europe BR EUR Acc,191.22,3,5,,Europe Large-Cap Growth Equity,0,0,1.27,2.88,10.06,14.13,11.71,16.51,7.79,9.36,,5,1.64,0,0.21,,,17,,1275114490,3,27246.35797,1,-1.96,0.84,88.73,12.15,0.59,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000YFOR,BL-European Family Businesses B EUR,EUR,52.8.LU1305479153,BL-European Family Businesses B EUR Acc,149.49,3,2,,Europe Large-Cap Blend Equity,0,-0.13,0.97,3.61,10.11,16.07,12.53,30.16,5.65,,,5,1.58,0,0.15,,,4.5,,111474022,6,5224.7654,2,-0.59,0.89,83.04,15.41,0.36,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000YFOV,BL-European Family Businesses BM EUR,EUR,52.8.LU1484145484,BL-European Family Businesses BM EUR Acc,152.21,3,2,,Europe Large-Cap Blend Equity,0,-0.13,0.98,3.65,10.22,16.31,12.73,30.69,6.07,,,5,1.18,0,0.14,,,4.5,,111474022,6,5224.7654,2,-0.19,0.89,83.03,15.41,0.39,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000OXUQ,BL-European Small \u0026 Mid Caps B,EUR,52.8.LU0832875438,BL-European Small \u0026 Mid Caps B,234.68,3,3,,Europe Small-Cap Equity,0,-0.34,0.66,4.47,13.03,18.22,13.99,37.05,11.27,11.87,,5,1.48,0,0.17,,,8.58,,231522731,6,3723.28155,1,4.03,0.76,81.23,16.74,0.66,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000YIFV,BL-European Small \u0026 Mid Caps BM EUR,EUR,52.8.LU1484145054,BL-European Small \u0026 Mid Caps BM EUR Acc,238.91,4,3,,Europe Small-Cap Equity,0,-0.34,0.66,4.51,13.15,18.46,14.19,37.6,11.71,,,5,1.09,0,0.17,,,8.58,,231522731,6,3723.28155,1,4.44,0.76,81.23,16.74,0.68,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000XCZ6,Blackrock ACS Contntl Eurp Eq Tracker X1,GBX,52.8.GB00BYQLTD03,Blackrock ACS Continental European Equity Tracker Fund X1 GBP Acc,138.07,4,3,,Europe ex-UK Equity,1.78442,0.07,1.61,5.77,10.37,11.71,10.63,26.09,9.66,,,0,0.02,,-0.02,,,,,6353899,2,37457.10816,3,0.06,1.06,98.41,16.41,0.59,1,1,1,1,1,1,3,1,1,3,2,FALSE
F0GBR04RTP,BlackRock Continental Euro A Acc,GBX,52.8.GB0005804728,BlackRock Continental European Fund A Acc,4113,5,4,,Europe ex-UK Equity,0,0.51,2.44,8.21,15.5,14.79,12.72,42.66,17.65,17.84,12.04,5,1.68,,0.2,,,4,,940563475,3,29447.56213,3,8.58,0.92,85.47,15.55,1.08,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000MJPO,BlackRock Continental Euro D Acc,GBX,52.8.GB00B4VY9893,BlackRock Continental European Fund D Acc,4403,5,4,,Europe ex-UK Equity,0.02637,0.5,2.42,8.26,15.72,15.2,13.07,43.7,18.53,18.72,12.89,0,0.93,,0.2,,,4,,940563475,3,29447.56213,3,9.34,0.92,85.54,15.55,1.13,1,1,1,1,1,1,3,1,3,3,2,TRUE
