,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Active_Share_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F0GBR06FY6,13.44,1.68,1.21,8.81,2.63,10.48,-1.49,-4.42,9.14,-1.77,310,8,20,88,47.46,47.88,71.7,13.56 Bil,18.08,27.86,37.16,4.1,0.08,78.48,66.86,82.27,26.74,15.92,36.24,70.47,17.53,94.21,76.19,41.29,82.14,28.65,9.79,72.47,31.6,21.44,83.9,35.27,31.33,43.49
F0GBR04DHW,18.47,2.39,1.66,11.76,1.8,13.56,-7.84,-5.83,16.15,3.43,73,5,29,31.75,63.14,54.32,74.86,7.22 Bil,13.53,23.71,37.26,20.85,1.76,30.05,25.49,45.45,73.4,48.69,75.13,64.35,14.42,92.08,62.41,37.48,81.47,32.02,9.19,67.54,56.46,28.64,90.08,22.36,21.83,32.72
F0GBR053M8,18.47,2.39,1.66,11.76,1.8,13.56,-7.84,-5.83,16.15,3.43,73,5,29,31.75,63.14,54.32,74.86,7.22 Bil,13.53,23.71,37.26,20.85,1.76,30.05,25.49,45.45,73.4,48.69,75.13,64.35,14.42,92.08,62.41,37.48,81.47,32.02,9.19,67.54,56.46,28.64,90.08,22.36,21.83,32.72
F0GBR04NA1,17.44,2.19,1.79,15.36,1.14,11.43,-7.96,-6.68,3.05,3.43,66,8,30,157,84.39,55.02,76.55,3.28 Bil,5.92,9.41,47.91,36.43,0,26.69,15.57,72.9,86.63,42.18,88.02,26.58,8.23,88.89,17.26,11.89,59.35,13.63,3.76,40.77,72.68,21.56,89.39,13.61,13.19,25.84
F00000MPUP,17.44,2.19,1.79,15.36,1.14,11.43,-7.96,-6.68,3.05,3.43,66,8,30,157,84.39,55.02,76.55,3.28 Bil,5.92,9.41,47.91,36.43,0,26.69,15.57,72.9,86.63,42.18,88.02,26.58,8.23,88.89,17.26,11.89,59.35,13.63,3.76,40.77,72.68,21.56,89.39,13.61,13.19,25.84
F00000SJ22,15.45,1.99,1.22,16.74,1.88,7.37,-12.81,-5.11,14.82,1.61,25,1,,,82.2,50.4,77.37,4.49 Bil,14.79,12.78,29.35,31.18,6.48,57.47,24.71,85.81,64.13,15.61,67.44,69.56,5.38,98.74,9.72,7.48,51.45,18.6,3.57,33.15,31.84,14.29,91.61,17.91,15.62,25.01
F00000SD92,15.45,1.99,1.22,16.74,1.88,7.37,-12.81,-5.11,14.82,1.61,25,1,,,82.2,50.4,77.37,4.49 Bil,14.79,12.78,29.35,31.18,6.48,57.47,24.71,85.81,64.13,15.61,67.44,69.56,5.38,98.74,9.72,7.48,51.45,18.6,3.57,33.15,31.84,14.29,91.61,17.91,15.62,25.01
F000003VCR,13.4,1.46,1.05,7.04,1.56,12.92,-20.56,-11.15,0.8,-6.49,294,10,19,156,60.52,52.3,71.43,3.80 Bil,16.83,22.22,19.41,20.08,20.34,78.13,71.18,92.51,75.12,19.33,78.72,23.41,16.75,96.47,73.81,28.36,79.81,6.36,3.96,14.11,28.26,25.04,89.56,14.64,12.64,23.73
F00000461J,13.66,1.4,1.02,9.35,2.2,13.59,-11.61,-5.78,-1.64,-3.05,39,2,47,41.61,77.62,56.72,75.56,7.42 Bil,13.97,21.93,38.68,17.31,1.96,76.48,74.64,95.31,23.22,7.22,31.51,54.57,15.78,96.55,53.42,25.64,71.64,25.25,7.69,42.18,39.6,23.73,88.16,25.03,19.96,34.07
F000000GR3,16.4,2.16,2.61,22.07,1.46,10.39,-13.12,-7.64,-8.75,2.21,27,4,52,70.6,72.46,63.48,81.31,13.47 Bil,19.82,29.66,43.04,6.59,0,55.7,43.38,88.62,76.73,6.51,83.97,68.26,24.22,98.9,63.92,46.1,90.7,24.75,2.96,53.41,31.47,13.59,87.9,35.25,19.44,53.75
F0000005ZF,20.54,2.89,2.15,17.65,1.12,10.18,-3.3,-6.19,16.39,-0.04,46,31,31,127.49,85.75,46.54,72.37,3.86 Bil,6.7,12.49,53.09,25.14,2.11,17.17,8.65,69.61,86.85,73.53,94.49,17.26,4.68,89.45,24.88,10.02,81.89,14.22,5.49,44.49,40.89,23.28,90.53,15.66,14.33,42.68
F0GBR04D9J,13.68,1.72,1.35,9.66,1.84,13.4,-9.34,-6.76,5.07,-1.79,69,10,33,155.25,60.13,55.19,74.82,10.75 Bil,27.6,20.28,32.91,15.67,1.69,58.49,29.46,79.59,49.07,6.6,65.19,15.46,2.56,72.22,51.04,16.85,88.66,13.57,5.21,74.97,29.09,15.78,86.15,30.23,26.16,71.12
F000003U7T,13.35,1.53,1.12,9.17,1.75,12.2,-10.74,-12.72,0.74,-7.15,237,6,23,101.7,53.22,48.81,69.57,4.51 Bil,20.88,20.02,18.61,20.78,18.37,78.08,71.61,90.82,69.24,15.64,73.64,28,19.77,97.01,77.58,37,79.72,6.22,3.82,16.01,26.44,23.03,88.69,16.26,14.38,27.08
F00000UP39,17.47,1.77,1.01,8.97,2.12,13.48,9.15,-0.31,8.15,-2.23,40,6,45,,72.53,58.69,76.91,13.43 Bil,18.42,25.51,55.51,0,0,56.66,44.44,80.54,53.76,12.23,69.8,85.27,23.82,99.31,78.5,18.16,92.27,39.12,6.22,64.06,25.47,7.83,58.57,33.85,23.85,43.98
F0GBR05PYU,9.67,1.03,0.64,5.54,1.81,14.67,-7.32,-8.28,1.19,-5.3,45,5,,3.33,78.24,52.44,76.48,8.43 Bil,12.58,32.92,32.25,15.88,0.12,91.33,91.33,99.32,37.15,4.28,61.78,29.85,11.34,98.65,83.45,41.58,94.88,9.65,3.83,41.72,13.93,7.67,80.27,26.26,22.34,47.13
F000003W5M,24.66,4.63,3.82,20.32,2.11,6.89,-8.71,0.01,-4.7,4.15,26,4,78,0,86.11,80.24,97.24,18.34 Bil,22.26,30.47,42.93,4.19,0.15,30.42,5.06,37.56,49.74,18.83,78.47,90.26,9.85,95.27,61.77,18.79,83.92,78.68,22.62,93.02,87.79,61.51,96.91,38.38,35.73,43.84
F0GBR04GK3,14.66,1.94,1.14,8.54,1.03,10.52,-11.35,-6.05,17.24,3.64,59,1,45,145,,53.44,74.28,2.96 Bil,2.68,30.09,19.81,19.26,19.11,50.46,37.55,82.01,88.21,58.75,88.64,13.78,11.05,95.69,67.49,54.55,94.55,10.2,3.5,43.75,28.29,17.76,91.5,15.11,11.88,32.48
F0GBR06FNX,14.66,1.94,1.14,8.54,1.03,10.52,-11.35,-6.05,17.24,3.64,59,1,45,145,,53.44,74.28,2.96 Bil,2.68,30.09,19.81,19.26,19.11,50.46,37.55,82.01,88.21,58.75,88.64,13.78,11.05,95.69,67.49,54.55,94.55,10.2,3.5,43.75,28.29,17.76,91.5,15.11,11.88,32.48
F0GBR06HSH,29.01,3.79,2.92,18.42,0.73,13.03,5.48,3.26,18.31,8.96,90,1,32,223,,61.87,80.33,2.67 Bil,0,15.45,53.08,18.85,9.3,3.96,1,16.47,96.89,90.71,98.71,6.48,2.42,93.71,7.78,6.13,59.76,9.01,3.84,43.75,23.95,18.72,92.26,13.1,11.11,20.8
F0GBR06KDN,14.84,1.93,1.15,9.29,2.15,11.23,-8.72,-6.28,-3.9,0.13,42,6,,,78.49,62.23,83.98,6.34 Bil,8.59,27.06,35.55,18.46,0,59.03,43.89,91.12,44.77,24.48,64.63,23.47,14.59,98.17,71.86,32.82,79.52,13.06,5.17,44.56,20.03,14.38,89.98,23.9,20.35,26.55
F00000THLI,12.22,1.43,1.08,8.87,2.47,12.01,-10.68,-7.75,3.44,-3.34,73,15,26,-14,62.29,52.42,67.6,7.11 Bil,20.78,25.68,20.09,22.42,10.12,85,70.62,88.35,26.03,9.76,46.77,72.22,22.88,95.86,71.4,21.6,82.09,19.43,5.57,28.05,79.29,53.5,97.34,21.72,10.15,21.72
F0GBR04SB6,12.22,1.43,1.08,8.87,2.47,12.01,-10.68,-7.75,3.44,-3.34,73,15,26,-14,62.29,52.42,67.6,7.11 Bil,20.78,25.68,20.09,22.42,10.12,85,70.62,88.35,26.03,9.76,46.77,72.22,22.88,95.86,71.4,21.6,82.09,19.43,5.57,28.05,79.29,53.5,97.34,21.72,10.15,21.72
F00000WRZN,19.65,2.26,1.77,12.72,1.13,13.7,-14.03,-4.24,10.64,2.67,76,1,,14.63,84.51,61.29,82.16,2.90 Bil,0,14.6,51.62,28.17,5.56,21.19,10.35,30.88,82.54,63.74,88.06,47.18,6.36,97.78,13.86,8.62,22.2,17.27,2.54,26.84,39.73,16.06,86.04,13.23,11.64,15.77
F0GBR04RW7,19.65,2.26,1.77,12.72,1.13,13.7,-14.03,-4.24,10.64,2.67,76,1,,14.63,84.51,61.29,82.16,2.90 Bil,0,14.6,51.62,28.17,5.56,21.19,10.35,30.88,82.54,63.74,88.06,47.18,6.36,97.78,13.86,8.62,22.2,17.27,2.54,26.84,39.73,16.06,86.04,13.23,11.64,15.77
F00000IRPR,15.08,1.36,1.02,7.47,1.48,13.13,-2.4,-5,18.34,-11.37,63,3,22,8.61,78.43,51.68,70.46,2.85 Bil,7.9,14.62,36.48,18.92,16.17,74.69,44.86,76.09,77.26,30.74,80.27,68.64,16.16,90.75,29.5,17.16,67.2,11.29,4.67,28.77,53,24.53,92.84,14.54,13.06,18.68
F0GBR053N0,19.95,2.76,2.27,22.09,1.4,7.6,-8.9,-8.77,-5.72,4.92,45,7,,48.85,86.64,63.53,87.23,4.05 Bil,4.94,19.98,30.81,29.88,1.55,21.15,11.52,32.4,88.54,76.61,90.59,60.05,11.81,95.69,19.7,19.7,82.71,12.89,6.8,46.97,39.61,24.71,91.89,18.54,18.09,28.93
F0GBR04S95,11.93,1.36,1.31,6.67,1.33,23.78,-17.69,-12.66,-6.52,-6.45,77,4,41,13.64,78.12,50.62,71.94,4.05 Bil,15.44,23.1,24.42,24.34,12.92,75.96,61.45,93.18,77.82,33.82,85.89,39.26,15.18,97.8,72.59,42,97.26,6.34,2.01,13.24,55.74,19.03,92.91,15.66,14,25.06
F000014XXD,14.88,1.93,1.15,9.31,2.15,11.24,-8.66,-6.26,-4.07,0.14,42,7,35,150,78.53,62.39,84.05,6.28 Bil,8.69,27.14,35.97,18.89,0,58.46,44.16,91.41,45.57,24.86,66.65,23.55,14.99,98.72,70.9,31.84,79.65,13.07,5.24,41.86,20.21,14.57,90.83,23.97,18.9,26.12
F000003U7B,14.88,1.93,1.15,9.31,2.15,11.24,-8.66,-6.26,-4.07,0.14,42,7,35,150,78.53,62.39,84.05,6.28 Bil,8.69,27.14,35.97,18.89,0,58.46,44.16,91.41,45.57,24.86,66.65,23.55,14.99,98.72,70.9,31.84,79.65,13.07,5.24,41.86,20.21,14.57,90.83,23.97,18.9,26.12
F0GBR04RLZ,21.37,2.45,2.04,20.59,1.38,8.8,-6.79,-7.96,5.87,6.65,66,32,31,65.9,85.2,55.75,86.36,4.01 Bil,0,19.13,57.06,22.18,0.37,25.71,11.58,41.74,84.48,58.41,84.48,42.36,7.39,97.13,8.96,6.99,30.42,18.41,5.07,61.69,47.2,19.58,89.57,15.21,14.86,27.43
F0GBR04CHR,14.73,1.79,1.89,9.16,2,14.57,-11.23,-6.08,-1.32,-5.02,81,2,25,115.04,,47.93,69.99,3.92 Bil,23.95,15.91,14.08,14.85,26.42,30.06,26.43,70.09,77.21,20.39,77.21,58.49,11.06,81.32,60.4,35.22,86.47,11.22,6.96,41.06,48.56,26.87,94.64,24.06,21.62,36.21
F0GBR04CHN,14.73,1.79,1.89,9.16,2,14.57,-11.23,-6.08,-1.32,-5.02,81,2,25,115.04,,47.93,69.99,3.92 Bil,23.95,15.91,14.08,14.85,26.42,30.06,26.43,70.09,77.21,20.39,77.21,58.49,11.06,81.32,60.4,35.22,86.47,11.22,6.96,41.06,48.56,26.87,94.64,24.06,21.62,36.21
F0GBR04EAV,19.6,2.8,1.9,14.41,1.98,8.97,-6.54,-8.47,-2.45,2.07,54,3,33,143,,59.43,77.34,7.17 Bil,17.19,22.7,41.45,15.96,1.46,23.51,16.12,67.81,64.67,34.74,78.13,68.52,12.84,87.28,48.76,48.76,85.98,23.45,9.58,71.07,28.44,20.08,88.94,22.96,22.96,48.56
F00000P7MS,19.6,2.8,1.9,14.41,1.98,8.97,-6.54,-8.47,-2.45,2.07,54,3,33,143,,59.43,77.34,7.17 Bil,17.19,22.7,41.45,15.96,1.46,23.51,16.12,67.81,64.67,34.74,78.13,68.52,12.84,87.28,48.76,48.76,85.98,23.45,9.58,71.07,28.44,20.08,88.94,22.96,22.96,48.56
F00000GVNO,14.16,1.75,1.51,9.82,2.55,11.65,-8,-8.1,-0.4,-2.37,283,127,32,0,,46.69,68.23,23.50 Bil,35.95,29.74,24.48,3.9,0.15,69.08,61.98,81.99,27.15,10.73,34.7,75.07,23.4,84.58,84.38,48.52,85.93,30.63,14.96,79.98,35.68,26.59,89.68,49.65,46.1,68.31
F00000OWPC,14.31,1.69,1.14,9.55,3.07,16.14,-1.35,-10.94,-7.51,-7.36,43,60,41,89.19,,46.51,70.7,20.76 Bil,35.88,35.46,21.91,5.89,0,78.54,63.7,86.74,26.26,10.11,46.83,91.25,25.58,94.39,85.28,45.28,88.9,18.77,12.99,84.38,51,29.85,92.04,46.07,41.92,69.22
F0GBR06LU1,14.28,1.72,1.49,8.59,2.22,15.79,-10.77,-9.01,2.27,-3.34,80,1,35,31.56,46.88,45.52,69.1,16.14 Bil,35.16,23.95,26.86,12.83,0.36,64.37,64.11,89.26,32.36,14.22,47.71,61.44,19.65,92.32,81.03,48.03,85.23,22.74,8.11,67.9,32.8,21.66,86.18,38.22,34.37,53.68
F000014MAT,16.17,2.9,1.68,13.53,2.89,8.78,-3.87,-7.41,5.43,0.01,33,6,45,231,62.81,53.47,76.37,19.43 Bil,31.13,24.33,41.94,0.99,0,69.2,26.22,79.36,32.08,9.8,60.7,76.17,19.25,91.34,84.61,59,90.63,36.4,11.58,95.18,33.47,19.11,90.51,42.74,39.26,61.58
F000002XXL,14.6,2.1,1.56,12.19,2.79,8.25,-8.02,-6.21,-3.77,-0.82,47,5,36,41,56.28,55.82,77.1,17.75 Bil,28.52,28.34,31.9,7.93,0,77.18,59.34,78.34,22.97,9.13,26.21,81.77,21.99,95.01,90.21,71.37,91.88,36.91,16.24,91.06,30.24,22.76,87.31,40.21,39.91,57.79
F0GBR06LR6,14.03,1.88,1.39,9.62,2.99,10.14,-7.06,-6.32,-1.54,-1.2,55,5,34,26,47.24,53.79,74.54,20.50 Bil,32.92,28,30.92,5.09,0,77.75,66.53,84.17,20.27,6.69,24.77,82.76,30.7,92.42,90.19,70.24,91.93,38.38,14.83,82.09,31,23.31,86.69,45.63,45.63,58.62
F0000008R6,14.03,1.88,1.39,9.62,2.99,10.14,-7.06,-6.32,-1.54,-1.2,55,5,34,26,47.24,53.79,74.54,20.50 Bil,32.92,28,30.92,5.09,0,77.75,66.53,84.17,20.27,6.69,24.77,82.76,30.7,92.42,90.19,70.24,91.93,38.38,14.83,82.09,31,23.31,86.69,45.63,45.63,58.62
F0GBR06IV3,14.26,1.79,1.49,10.15,2.51,11.6,-7.52,-7.69,-0.19,-2.26,351,195,30,15,4.36,46.62,68.36,21.64 Bil,35.61,28.98,25.48,5.11,0.44,67.82,60.54,82.02,29.2,11.19,39.4,74.4,24.81,89.78,83.55,51.2,84.7,29.91,12.13,72.6,37.78,27.99,89.58,46.92,45.3,62.01
F00000OYVK,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F0GBR068AW,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F000001U4X,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F00000OYVM,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55,33,3,47,38,,52.81,77.08,24.01 Bil,31.71,29.32,32.67,3.97,0,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F0GBR06I18,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55,33,3,47,38,,52.81,77.08,24.01 Bil,31.71,29.32,32.67,3.97,0,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F0GBR04EM8,14.17,1.75,1.49,9.8,2.52,11.64,-8.05,-8.16,0.05,-2.6,388,181,31,-16.28,,46.12,68.23,21.93 Bil,35.91,29.96,24.77,4.98,0.6,69.86,62.51,81.47,27.38,11.08,37.87,74.51,24.17,84.18,84.52,51.54,85.82,29.34,14.59,73.21,35.82,27.66,89.66,47.51,44.42,63.18
F0GBR04S98,21.77,3.14,3.24,18.5,1.56,13.82,-9.95,-3.4,15.38,2.24,43,6,32,46.24,77.56,60.25,87.63,7.41 Bil,21.4,12.82,42.47,20.64,0,16.31,16.31,85.57,72.18,24.21,76.37,64.44,27.37,96.55,26.62,17.84,75.27,20.77,6.56,63.57,48.69,21.6,90.32,23.49,21.8,36
F00000OO8L,21.77,3.14,3.24,18.5,1.56,13.82,-9.95,-3.4,15.38,2.24,43,6,32,46.24,77.56,60.25,87.63,7.41 Bil,21.4,12.82,42.47,20.64,0,16.31,16.31,85.57,72.18,24.21,76.37,64.44,27.37,96.55,26.62,17.84,75.27,20.77,6.56,63.57,48.69,21.6,90.32,23.49,21.8,36
F00000LKZF,14.63,1.83,1.36,10.39,1.85,10.15,-5.85,-7.21,2.73,-3.28,191,9,20,92,54.54,49.69,71.13,8.70 Bil,15.95,22.16,46.87,9.61,1.21,63.8,45.88,87.56,56.34,21.06,60.81,37.17,25.56,93.47,63,34.95,75.12,15.15,7.4,40.8,28.97,23.58,85.03,25.15,23.03,37.23
F0GBR058S1,14.63,1.83,1.36,10.39,1.85,10.15,-5.85,-7.21,2.73,-3.28,191,9,20,92,54.54,49.69,71.13,8.70 Bil,15.95,22.16,46.87,9.61,1.21,63.8,45.88,87.56,56.34,21.06,60.81,37.17,25.56,93.47,63,34.95,75.12,15.15,7.4,40.8,28.97,23.58,85.03,25.15,23.03,37.23
F00000Y7LH,18.67,2.42,2.27,13.89,2.35,22.59,-5.11,-9.06,-12.4,-5.09,39,1,49,,62.24,49.14,71.22,19.01 Bil,45.87,9.38,43.59,0,0,32.38,17.13,61.75,59.65,29.93,74.3,72.8,14.29,84.61,33.37,24.83,82.91,27.66,17.68,95.69,55.79,16.95,90.95,44.95,31.53,52.79
F0GBR04LHK,17.78,2.15,1.12,9.52,2.34,8.42,-10.8,-7.64,27.86,2.16,45,7,,8.51,76.64,49.07,69.95,8.54 Bil,14.72,30.63,34.35,10.65,1.54,79.19,66.2,89.29,30.52,7.47,35.59,73.23,21.31,89.07,81.19,55.69,92.15,26.61,8.77,86.39,39.63,15.52,89.79,38.44,35.63,71.14
F0GBR059Y0,17.78,2.15,1.12,9.52,2.34,8.42,-10.8,-7.64,27.86,2.16,45,7,,8.51,76.64,49.07,69.95,8.54 Bil,14.72,30.63,34.35,10.65,1.54,79.19,66.2,89.29,30.52,7.47,35.59,73.23,21.31,89.07,81.19,55.69,92.15,26.61,8.77,86.39,39.63,15.52,89.79,38.44,35.63,71.14
F000010P2T,12.88,1.18,0.81,6.47,2.18,10.15,-7,-7.79,4.64,-4.95,37,6,47,,68.2,43.71,67.99,14.34 Bil,20.66,44.54,19.19,13.8,0.31,82.52,82.52,97.09,28.83,5.89,33.74,75.1,32.99,98.09,92.98,70.99,93.49,20.34,5.61,33.05,19.89,16.85,87.07,35.17,28.63,40.07
F0GBR06L2G,15.31,2.47,1.79,11.18,2.33,11.58,-8,-2.56,5.76,1.49,375,118,27,44.35,55.13,48.05,72.44,10.76 Bil,23.95,21.65,35.86,12.38,2.22,41.49,32.15,67.96,38.99,22.18,64.71,39.07,12.39,90.7,32.9,20.53,62.08,32.44,8.8,63.35,64.63,37.13,88.24,28.86,28.32,43
F0GBR050DD,11.63,1.24,0.99,8.45,2.87,13.84,-8.1,-8.12,-3.98,-2.38,45,2,45,19.61,61.15,61.02,79.09,15.75 Bil,28.92,33.19,20.38,11.49,0.92,79.85,28.24,94.5,18.27,7.01,51.93,72.87,22.23,98.14,72.33,42.2,91.78,24.98,2.84,93.19,41.39,14.73,89.33,42.32,21.48,47.15
F00000NGBP,13.64,1.72,1.54,9.45,2.76,11.51,-6.82,-8.55,-2.12,-2.42,98,6,38,,,50.75,70.23,35.38 Bil,43.56,36.02,17.17,0.02,0,73.22,66.45,82.98,19.51,6.74,26.14,80.61,20.95,84.86,88.63,68.27,90.09,36.65,18.09,89.43,40.46,26.23,92.07,69.04,62.52,87.42
F0GBR04C33,13.64,1.72,1.54,9.45,2.76,11.51,-6.82,-8.55,-2.12,-2.42,98,6,38,,,50.75,70.23,35.38 Bil,43.56,36.02,17.17,0.02,0,73.22,66.45,82.98,19.51,6.74,26.14,80.61,20.95,84.86,88.63,68.27,90.09,36.65,18.09,89.43,40.46,26.23,92.07,69.04,62.52,87.42
F0GBR04DTS,26.14,2.85,2.82,17.34,0.98,14.82,4.47,-19.65,8.87,6.59,33,5,33,115.23,,61.64,81.24,5.40 Bil,6.55,17.12,52.32,11.43,0,9.45,9.45,89.39,92.63,13.09,92.63,24.66,20.57,96.57,67.56,48.2,94.24,14.83,3.43,75.96,25.84,15.29,90.57,22.9,22.9,61.88
F00000OUU2,26.14,2.85,2.82,17.34,0.98,14.82,4.47,-19.65,8.87,6.59,33,5,33,115.23,,61.64,81.24,5.40 Bil,6.55,17.12,52.32,11.43,0,9.45,9.45,89.39,92.63,13.09,92.63,24.66,20.57,96.57,67.56,48.2,94.24,14.83,3.43,75.96,25.84,15.29,90.57,22.9,22.9,61.88
F000010FG9,13.39,1.72,1.27,9.2,2.27,11.18,-4.26,-10.53,0.26,-1.8,51,17,34,,56.16,47.51,69.92,18.18 Bil,23.88,37.83,28.4,4.15,0,74.08,70.56,82.27,36.63,11.17,47.88,54,19.82,87.67,85.5,74.32,87.98,24.48,13.89,51.34,24.24,17.6,72.21,41.35,40.2,53.77
F0GBR04RVX,14.48,1.77,1.77,8.4,2.27,14.63,-11.95,-7.9,2.59,-3.07,55,1,,31.36,58.74,52.26,73.5,14.76 Bil,33.23,21.8,30.34,13.41,0,61.62,57.96,88.1,33.93,18.69,49.27,72.27,18.96,95.98,67.3,31.68,86.2,22.45,5.85,57.07,40.87,21.14,84.43,41.01,35.59,52.91
F0GBR04MNH,16.24,3.07,1.84,14.57,2.04,9.34,-5.46,-8.24,3.64,-1.12,35,4,,25.91,76.16,51.23,74.87,13.16 Bil,16.7,36.91,41.09,2.95,0,56.99,47.31,95.57,49.39,11.07,53.97,71.57,13.4,97.17,77.93,66.04,94.98,31.79,7.85,82.02,39.66,18.78,89.72,35.73,31.2,66.29
F00000MEXQ,16.24,3.07,1.84,14.57,2.04,9.34,-5.46,-8.24,3.64,-1.12,35,4,,25.91,76.16,51.23,74.87,13.16 Bil,16.7,36.91,41.09,2.95,0,56.99,47.31,95.57,49.39,11.07,53.97,71.57,13.4,97.17,77.93,66.04,94.98,31.79,7.85,82.02,39.66,18.78,89.72,35.73,31.2,66.29
F000010646,12.96,1.75,1.69,10.52,2.28,12.78,-14.94,-8.2,-3.99,-3.09,32,5,43,,64.93,58.71,77.74,19.58 Bil,30.08,28.41,31.15,4.06,0,75.46,65.46,85.24,30.56,9.1,34.14,60.84,18.55,90.05,86.64,48.65,92.06,24.45,19.38,67.64,23.94,21.78,76.01,45.49,42.63,70.29
F00000YV7N,18.69,1.88,1.31,10.63,1.66,11.14,-9.88,-7.94,18.78,4.02,55,1,34,,91.77,58.23,79.95,2.15 Bil,0,4.11,54.87,30.96,6.13,36.17,12.65,36.17,87.14,61.59,87.89,76.41,5.34,88.62,16.7,8.23,23.6,9.23,2.22,14.28,35.98,14.1,74.9,11.22,8.04,12.52
F00000YV7P,18.69,1.88,1.31,10.63,1.66,11.14,-9.88,-7.94,18.78,4.02,55,1,34,,91.77,58.23,79.95,2.15 Bil,0,4.11,54.87,30.96,6.13,36.17,12.65,36.17,87.14,61.59,87.89,76.41,5.34,88.62,16.7,8.23,23.6,9.23,2.22,14.28,35.98,14.1,74.9,11.22,8.04,12.52
F0GBR04NOX,10.79,1.1,0.67,7.58,2.02,20.29,-11.8,-11.08,1.98,-8.21,48,3,44,101.43,69.35,58.15,81.56,9.50 Bil,20.06,37.79,13.07,20.04,7.2,86.18,26.88,97.74,45.4,4.69,75.82,44.55,16.39,99.42,84.66,42.32,93.01,9.64,2.63,79.97,28.49,15.7,90.12,29.22,15.82,43.7
F0GBR04Z15,10.79,1.1,0.67,7.58,2.02,20.29,-11.8,-11.08,1.98,-8.21,48,3,44,101.43,69.35,58.15,81.56,9.50 Bil,20.06,37.79,13.07,20.04,7.2,86.18,26.88,97.74,45.4,4.69,75.82,44.55,16.39,99.42,84.66,42.32,93.01,9.64,2.63,79.97,28.49,15.7,90.12,29.22,15.82,43.7
F0GBR04FKN,10.23,1.06,0.57,6.57,2.08,14.88,-10.92,-12.92,1.6,-9.05,47,2,45,-7.38,70.05,57.56,80.8,9.64 Bil,21.29,37.73,15.69,19.02,6.04,86.49,23.56,97.89,44.34,4.7,77.25,44.71,15.8,99.48,84.93,39.82,92.85,9.59,2.82,79.53,27.34,15.45,90.46,29.23,16.64,43
F00000GVNQ,14.18,1.75,1.49,9.8,2.52,11.64,-8.18,-8.16,0.03,-2.61,404,262,31,0,,46.05,68.17,21.72 Bil,34.69,28.74,23.78,5.01,0.66,69.04,61.68,81.38,28.53,12.47,37.41,74.66,24.36,83.95,83.26,48.48,85.23,29.25,14.51,80.7,36.62,28.57,89.58,46.97,43.69,64.11
F00000LJRH,14.69,1.94,1.75,11.91,2.51,10.22,-6.92,-9.02,-6.94,-1.53,71,37,33,9,35.45,45.07,67.72,23.48 Bil,34.72,31.72,26.59,3.18,0,68.9,53.18,78.71,28.56,10.46,34.22,80.58,17.53,87.28,88.45,68.67,90.26,34.29,15.33,89.98,37.62,29.86,87.52,49.07,48.02,62.67
F0GBR05ZMI,14.33,1.75,1.62,10.11,2.44,12.72,-6.99,-9.18,0.92,-3.32,211,42,40,5.36,,50.51,71.37,27.36 Bil,39.85,32.51,22.04,3.07,0.19,68.59,62.75,81.91,29.22,9.88,36.16,77.46,15.6,86.64,87.98,53.18,89.33,34.06,14.41,82.44,40.45,27.75,90.18,55.84,51.28,73.34
